Modelo	Almacenamiento	PrecioB2B	PrecioB2C	Tipo	Pantalla	Año	Procesador
MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU	1TB	460		MacBook Pro	16 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU	2TB	435		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU	2TB	425		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 24 Core GPU	512GB	415		MacBook Pro	16 pulgadas	2021	M1 Max
MacBook Pro (16 pulgadas, 2021) A2485 M1 Max 10 Core CPU 32 Core GPU	512GB	415		MacBook Pro	16 pulgadas	2021	M1 Max
MacBook Pro (16 pulgadas, 2021) A2485 M1 Pro 10 Core CPU 16 Core GPU	512GB	410		MacBook Pro	16 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU	1TB	405		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU	1TB	395		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU	8TB	390		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU	4TB	390		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU	2TB	370		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU	8TB	370		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU	4TB	365		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU	1TB	355		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU	4TB	350		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU	1TB	345		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU	2TB	345		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU	2TB	335		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU	1TB	330		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 24 Core GPU	512GB	320		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (14 pulgadas, 2021) A2442 M1 Max 10 Core CPU 32 Core GPU	512GB	320		MacBook Pro	14 pulgadas	2021	M1 Max
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 14 Core GPU	512GB	285		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 10 Core CPU 16 Core GPU	512GB	285		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (14 pulgadas, 2021) A2442 M1 Pro 8 Core CPU 14 Core GPU	512GB	285		MacBook Pro	14 pulgadas	2021	M1 Pro
MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU	2TB	310		MacBook Pro	13 pulgadas	2020	M1
MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU	1TB	305		MacBook Pro	13 pulgadas	2020	M1
MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU	512GB	275		MacBook Pro	13 pulgadas	2020	M1
MacBook Pro (13 pulgadas, 2020) A2338 M1 8 Core CPU 8 Core GPU	256GB	255		MacBook Pro	13 pulgadas	2020	M1
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3	4TB	280		MacBook Pro	13 pulgadas	2020	Core I7 2.3
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3	2TB	275		MacBook Pro	13 pulgadas	2020	Core I7 2.3
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7	2TB	265		MacBook Pro	13 pulgadas	2020	Core I7 1.7
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3	1TB	260		MacBook Pro	13 pulgadas	2020	Core I7 2.3
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i7 2.3	512GB	260		MacBook Pro	13 pulgadas	2020	Core I7 2.3
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7	1TB	235		MacBook Pro	13 pulgadas	2020	Core I7 1.7
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7	512GB	230		MacBook Pro	13 pulgadas	2020	Core I7 1.7
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0	4TB	225		MacBook Pro	13 pulgadas	2020	Core I5 2.0
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0	2TB	220		MacBook Pro	13 pulgadas	2020	Core I5 2.0
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4	2TB	220		MacBook Pro	13 pulgadas	2020	Core I5 1.4
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i7 1.7	256GB	220		MacBook Pro	13 pulgadas	2020	Core I7 1.7
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0	1TB	205		MacBook Pro	13 pulgadas	2020	Core I5 2.0
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4	1TB	205		MacBook Pro	13 pulgadas	2020	Core I5 1.4
MacBook Pro (13 pulgadas, 2020, cuatro puertos Thunderbolt 3) A2251 Core i5 2.0	512GB	190		MacBook Pro	13 pulgadas	2020	Core I5 2.0
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4	512GB	175		MacBook Pro	13 pulgadas	2020	Core I5 1.4
MacBook Pro (13 pulgadas, 2020, dos puertos Thunderbolt 3) A2289 Core i5 1.4	256GB	155		MacBook Pro	13 pulgadas	2020	Core I5 1.4
MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6	8TB	230		MacBook Pro	16 pulgadas	2019	Core I7 2.6
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4	8TB	230		MacBook Pro	16 pulgadas	2019	Core I9 2.4
MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6	4TB	225		MacBook Pro	16 pulgadas	2019	Core I7 2.6
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3	8TB	215		MacBook Pro	16 pulgadas	2019	Core I9 2.3
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4	4TB	215		MacBook Pro	16 pulgadas	2019	Core I9 2.4
MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6	2TB	210		MacBook Pro	16 pulgadas	2019	Core I7 2.6
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3	4TB	210		MacBook Pro	16 pulgadas	2019	Core I9 2.3
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4	2TB	200		MacBook Pro	16 pulgadas	2019	Core I9 2.4
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3	2TB	195		MacBook Pro	16 pulgadas	2019	Core I9 2.3
MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6	1TB	190		MacBook Pro	16 pulgadas	2019	Core I7 2.6
MacBook Pro (16 pulgadas, 2019) A2141 Core i7 2.6	512GB	185		MacBook Pro	16 pulgadas	2019	Core I7 2.6
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.3	1TB	185		MacBook Pro	16 pulgadas	2019	Core I9 2.3
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4	1TB	185		MacBook Pro	16 pulgadas	2019	Core I9 2.4
MacBook Pro (16 pulgadas, 2019) A2141 Core i9 2.4	512GB	170		MacBook Pro	16 pulgadas	2019	Core I9 2.4
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7	2TB	170		MacBook Pro	13 pulgadas	2019	Core I7 1.7
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7	1TB	165		MacBook Pro	13 pulgadas	2019	Core I7 1.7
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4	2TB	155		MacBook Pro	13 pulgadas	2019	Core I5 1.4
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7	512GB	155		MacBook Pro	13 pulgadas	2019	Core I7 1.7
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7	256GB	145		MacBook Pro	13 pulgadas	2019	Core I7 1.7
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4	1TB	140		MacBook Pro	13 pulgadas	2019	Core I5 1.4
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i7 1.7	128GB	140		MacBook Pro	13 pulgadas	2019	Core I7 1.7
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4	512GB	135		MacBook Pro	13 pulgadas	2019	Core I5 1.4
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4	256GB	115		MacBook Pro	13 pulgadas	2019	Core I5 1.4
MacBook Pro (13 pulgadas, 2019, dos puertos Thunderbolt 3) A2159 Core i5 1.4	128GB	100		MacBook Pro	13 pulgadas	2019	Core I5 1.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3	4TB	210		MacBook Pro	15 pulgadas	2019	Core I9 2.3
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4	4TB	210		MacBook Pro	15 pulgadas	2019	Core I9 2.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i7 2.6	4TB	205		MacBook Pro	15 pulgadas	2019	Core I7 2.6
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8	2TB	205		MacBook Pro	13 pulgadas	2019	Core I7 2.8
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8	1TB	200		MacBook Pro	13 pulgadas	2019	Core I7 2.8
MacBook Pro (15 pulgadas, 2019) A1990 Core i7 2.6	2TB	190		MacBook Pro	15 pulgadas	2019	Core I7 2.6
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4	2TB	190		MacBook Pro	15 pulgadas	2019	Core I9 2.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3	2TB	185		MacBook Pro	15 pulgadas	2019	Core I9 2.3
MacBook Pro (15 pulgadas, 2019) A1990 Core i7 2.6	1TB	180		MacBook Pro	15 pulgadas	2019	Core I7 2.6
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8	512GB	180		MacBook Pro	13 pulgadas	2019	Core I7 2.8
MacBook Pro (15 pulgadas, 2019) A1990 Core i7 2.6	512GB	175		MacBook Pro	15 pulgadas	2019	Core I7 2.6
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3	1TB	175		MacBook Pro	15 pulgadas	2019	Core I9 2.3
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4	1TB	175		MacBook Pro	15 pulgadas	2019	Core I9 2.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i7 2.6	256GB	165		MacBook Pro	15 pulgadas	2019	Core I7 2.6
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4	512GB	165		MacBook Pro	15 pulgadas	2019	Core I9 2.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3	512GB	160		MacBook Pro	15 pulgadas	2019	Core I9 2.3
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.4	256GB	160		MacBook Pro	15 pulgadas	2019	Core I9 2.4
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i7 2.8	256GB	160		MacBook Pro	13 pulgadas	2019	Core I7 2.8
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4	2TB	155		MacBook Pro	13 pulgadas	2019	Core I5 2.4
MacBook Pro (15 pulgadas, 2019) A1990 Core i9 2.3	256GB	150		MacBook Pro	15 pulgadas	2019	Core I9 2.3
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4	1TB	145		MacBook Pro	13 pulgadas	2019	Core I5 2.4
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4	512GB	140		MacBook Pro	13 pulgadas	2019	Core I5 2.4
MacBook Pro (13 pulgadas, 2019, cuatro puertos Thunderbolt 3) A1989 Core i5 2.4	256GB	125		MacBook Pro	13 pulgadas	2019	Core I5 2.4
MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9	4TB	215		MacBook Pro	15 pulgadas	2018	Core I9 2.9
MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9	2TB	205		MacBook Pro	15 pulgadas	2018	Core I9 2.9
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2	4TB	195		MacBook Pro	15 pulgadas	2018	Core I7 2.2
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6	4TB	195		MacBook Pro	15 pulgadas	2018	Core I7 2.6
MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9	1TB	185		MacBook Pro	15 pulgadas	2018	Core I9 2.9
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6	2TB	180		MacBook Pro	15 pulgadas	2018	Core I7 2.6
MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9	512GB	175		MacBook Pro	15 pulgadas	2018	Core I9 2.9
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2	2TB	170		MacBook Pro	15 pulgadas	2018	Core I7 2.2
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6	1TB	170		MacBook Pro	15 pulgadas	2018	Core I7 2.6
MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7	2TB	170		MacBook Pro	13 pulgadas	2018	Core I7 2.7
MacBook Pro (15 pulgadas, 2018) A1990 Core i9 2.9	256GB	165		MacBook Pro	15 pulgadas	2018	Core I9 2.9
MacBook Pro (13 pulgadas, 2018, cuatro puertos Thunderbolt 3) A1989 Core i7 2.7	1TB	165		MacBook Pro	13 pulgadas	2018	Core I7 2.7
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.2	1TB	160		MacBook Pro	15 pulgadas	2018	Core I7 2.2
MacBook Pro (15 pulgadas, 2018) A1990 Core i7 2.6	512GB	160		MacBook Pro	15 pulgadas	2018	Core I7 2.6
